batch,kernel_time,flops,utils,kernel_name
712,105.38,226.71,0.72663,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_nn_align8::Params)
716,105.9,226.86,0.72712,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_nn_align8::Params)
720,105.94,228.05,0.73093,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_nn_align8::Params)
724,105.74,229.75,0.73638,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_nn_align8::Params)
728,106.0,230.45,0.73862,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_nn_align8::Params)
732,105.96,231.8,0.74295,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_nn_align8::Params)
736,106.07,232.83,0.74625,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_nn_align8::Params)
740,106.22,233.76,0.74923,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_nn_align8::Params)
744,106.38,234.67,0.75215,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_nn_align8::Params)
748,106.41,235.87,0.75599,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_nn_align8::Params)
752,106.11,237.8,0.76218,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_nn_align8::Params)
756,106.32,238.59,0.76471,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_nn_align8::Params)
760,106.24,240.04,0.76936,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_nn_align8::Params)
764,106.36,241.03,0.77253,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_nn_align8::Params)
768,106.3,242.43,0.77702,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_nn_align8::Params)
772,123.4,209.92,0.67282,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x64_32x4_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x64_32x4_nn_align8::Params)
776,123.0,211.69,0.67849,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x64_32x4_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x64_32x4_nn_align8::Params)
780,123.4,212.09,0.67978,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x64_32x4_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x64_32x4_nn_align8::Params)
784,123.39,213.2,0.68333,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x64_32x4_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x64_32x4_nn_align8::Params)
788,123.11,214.77,0.68837,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x64_32x4_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x64_32x4_nn_align8::Params)
792,123.85,214.57,0.68772,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x64_32x4_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x64_32x4_nn_align8::Params)
796,123.67,215.97,0.69221,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x64_32x4_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x64_32x4_nn_align8::Params)
800,124.1,216.31,0.6933,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x64_32x4_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x64_32x4_nn_align8::Params)
804,124.34,216.97,0.69542,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x64_32x4_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x64_32x4_nn_align8::Params)
808,124.11,218.45,0.70016,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x64_32x4_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x64_32x4_nn_align8::Params)
812,124.24,219.3,0.70288,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x64_32x4_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x64_32x4_nn_align8::Params)
816,124.16,220.53,0.70683,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x64_32x4_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x64_32x4_nn_align8::Params)
820,124.55,220.91,0.70804,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x64_32x4_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x64_32x4_nn_align8::Params)
824,124.33,222.38,0.71276,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x64_32x4_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x64_32x4_nn_align8::Params)
828,124.7,222.8,0.7141,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x64_32x4_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x64_32x4_nn_align8::Params)
832,124.59,224.07,0.71817,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x64_32x4_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x64_32x4_nn_align8::Params)
836,136.29,205.82,0.65968,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
840,133.99,210.36,0.67423,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize160x128x32_stage4_warpsize2x2x1_tensor16x8x16_kernel
844,136.41,207.61,0.66542,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
848,134.38,211.74,0.67865,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize160x128x32_stage4_warpsize2x2x1_tensor16x8x16_kernel
852,136.71,209.12,0.67026,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
856,134.21,214.01,0.68593,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize160x128x32_stage4_warpsize2x2x1_tensor16x8x16_kernel
860,137.26,210.23,0.67381,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
864,134.2,216.03,0.6924,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize160x128x32_stage4_warpsize2x2x1_tensor16x8x16_kernel
868,137.58,211.7,0.67853,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
872,134.21,218.01,0.69875,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize160x128x32_stage4_warpsize2x2x1_tensor16x8x16_kernel
876,137.56,213.68,0.68487,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
880,134.68,219.24,0.70269,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize160x128x32_stage4_warpsize2x2x1_tensor16x8x16_kernel
884,138.16,214.69,0.68811,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
888,134.59,221.39,0.70958,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize160x128x32_stage4_warpsize2x2x1_tensor16x8x16_kernel
892,138.72,215.76,0.69154,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
896,134.95,222.78,0.71404,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize160x128x32_stage4_warpsize2x2x1_tensor16x8x16_kernel
900,149.84,201.54,0.64596,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
904,135.18,224.39,0.7192,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize160x128x32_stage4_warpsize2x2x1_tensor16x8x16_kernel
908,150.18,202.87,0.65022,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
912,134.93,226.8,0.72692,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize160x128x32_stage4_warpsize2x2x1_tensor16x8x16_kernel
916,150.11,204.76,0.65628,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
920,134.97,228.72,0.73308,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize160x128x32_stage4_warpsize2x2x1_tensor16x8x16_kernel
924,150.95,205.39,0.6583,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
928,135.33,230.09,0.73747,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize160x128x32_stage4_warpsize2x2x1_tensor16x8x16_kernel
932,150.72,207.49,0.66503,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
936,135.49,231.8,0.74295,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize160x128x32_stage4_warpsize2x2x1_tensor16x8x16_kernel
940,151.03,208.84,0.66936,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
944,135.6,233.59,0.74869,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize160x128x32_stage4_warpsize2x2x1_tensor16x8x16_kernel
948,151.36,210.16,0.67359,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
952,135.85,235.14,0.75365,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize160x128x32_stage4_warpsize2x2x1_tensor16x8x16_kernel
956,146.35,219.19,0.70253,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_128x128_32x4_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_128x128_32x4_nn_align8::Params)
960,135.98,236.89,0.75926,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize160x128x32_stage4_warpsize2x2x1_tensor16x8x16_kernel
964,147.04,219.98,0.70506,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_128x128_32x4_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_128x128_32x4_nn_align8::Params)
968,202.06,160.75,0.51522,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize160x128x32_stage4_warpsize2x2x1_tensor16x8x16_kernel
972,146.64,222.41,0.71285,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_128x128_32x4_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_128x128_32x4_nn_align8::Params)
976,201.54,162.49,0.5208,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize160x128x32_stage4_warpsize2x2x1_tensor16x8x16_kernel
980,147.19,223.41,0.71606,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_128x128_32x4_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_128x128_32x4_nn_align8::Params)
984,202.0,163.45,0.52388,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize160x128x32_stage4_warpsize2x2x1_tensor16x8x16_kernel
988,147.45,224.83,0.72061,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_128x128_32x4_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_128x128_32x4_nn_align8::Params)
992,202.28,164.55,0.5274,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize160x128x32_stage4_warpsize2x2x1_tensor16x8x16_kernel
996,147.58,226.45,0.7258,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_128x128_32x4_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_128x128_32x4_nn_align8::Params)
1000,202.64,165.59,0.53074,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize160x128x32_stage4_warpsize2x2x1_tensor16x8x16_kernel
1004,147.73,228.04,0.7309,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_128x128_32x4_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_128x128_32x4_nn_align8::Params)
1008,202.34,167.16,0.53577,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize160x128x32_stage4_warpsize2x2x1_tensor16x8x16_kernel
1012,148.12,229.25,0.73478,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_128x128_32x4_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_128x128_32x4_nn_align8::Params)
1016,202.89,168.03,0.53856,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize160x128x32_stage4_warpsize2x2x1_tensor16x8x16_kernel
1020,148.4,230.63,0.7392,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_128x128_32x4_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_128x128_32x4_nn_align8::Params)
1024,202.9,169.34,0.54276,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize160x128x32_stage4_warpsize2x2x1_tensor16x8x16_kernel
1028,159.3,216.53,0.69401,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
1032,162.87,212.61,0.68144,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize192x128x32_stage3_warpsize4x2x1_tensor16x8x16_kernel
1036,160.08,217.16,0.69603,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
1040,163.06,214.01,0.68593,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize192x128x32_stage3_warpsize4x2x1_tensor16x8x16_kernel
1044,160.07,218.85,0.70144,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
1048,163.75,214.75,0.6883,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize192x128x32_stage3_warpsize4x2x1_tensor16x8x16_kernel
1052,160.7,219.66,0.70404,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
1056,163.93,216.15,0.69279,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize192x128x32_stage3_warpsize4x2x1_tensor16x8x16_kernel
1060,160.52,221.58,0.71019,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
1064,163.81,217.95,0.69856,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize192x128x32_stage3_warpsize4x2x1_tensor16x8x16_kernel
1068,161.34,222.12,0.71192,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
1072,163.8,219.6,0.70385,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize192x128x32_stage3_warpsize4x2x1_tensor16x8x16_kernel
1076,161.45,223.63,0.71676,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
1080,164.29,220.58,0.70699,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize192x128x32_stage3_warpsize4x2x1_tensor16x8x16_kernel
1084,161.61,225.07,0.72138,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
1088,164.68,221.69,0.71054,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize192x128x32_stage3_warpsize4x2x1_tensor16x8x16_kernel
1092,176.59,207.49,0.66503,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_128x128_32x4_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_128x128_32x4_nn_align8::Params)
1096,164.65,223.36,0.7159,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize192x128x32_stage3_warpsize4x2x1_tensor16x8x16_kernel
1100,176.31,209.35,0.67099,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_128x128_32x4_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_128x128_32x4_nn_align8::Params)
1104,164.64,225.0,0.72115,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize192x128x32_stage3_warpsize4x2x1_tensor16x8x16_kernel
1108,176.42,210.74,0.67545,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_128x128_32x4_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_128x128_32x4_nn_align8::Params)
1112,165.29,225.74,0.72353,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize192x128x32_stage3_warpsize4x2x1_tensor16x8x16_kernel
1116,176.65,211.98,0.67942,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_128x128_32x4_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_128x128_32x4_nn_align8::Params)
1120,165.24,227.43,0.72894,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize192x128x32_stage3_warpsize4x2x1_tensor16x8x16_kernel
1124,177.14,212.91,0.6824,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_128x128_32x4_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_128x128_32x4_nn_align8::Params)
1128,165.56,228.61,0.73272,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize192x128x32_stage3_warpsize4x2x1_tensor16x8x16_kernel
1132,177.59,213.88,0.68551,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_128x128_32x4_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_128x128_32x4_nn_align8::Params)
1136,165.48,230.35,0.7383,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize192x128x32_stage3_warpsize4x2x1_tensor16x8x16_kernel
1140,177.0,216.11,0.69266,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_128x128_32x4_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_128x128_32x4_nn_align8::Params)
1144,165.98,231.27,0.74125,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize192x128x32_stage3_warpsize4x2x1_tensor16x8x16_kernel
1148,178.24,216.12,0.69269,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_128x128_32x4_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_128x128_32x4_nn_align8::Params)
1152,166.04,232.8,0.74615,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize192x128x32_stage3_warpsize4x2x1_tensor16x8x16_kernel
1156,178.08,217.82,0.69814,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_128x128_32x4_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_128x128_32x4_nn_align8::Params)
1160,169.71,229.35,0.7351,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize96x128x32_stage4_warpsize2x2x1_tensor16x8x16_kernel
1164,177.32,220.26,0.70596,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_128x128_32x4_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_128x128_32x4_nn_align8::Params)
1168,170.96,229.24,0.73474,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize96x128x32_stage4_warpsize2x2x1_tensor16x8x16_kernel
1172,177.36,221.73,0.71067,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_128x128_32x4_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_128x128_32x4_nn_align8::Params)
1176,170.97,230.8,0.73974,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize96x128x32_stage4_warpsize2x2x1_tensor16x8x16_kernel
1180,178.14,222.26,0.71237,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_128x128_32x4_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_128x128_32x4_nn_align8::Params)
1184,171.03,232.29,0.74452,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize96x128x32_stage4_warpsize2x2x1_tensor16x8x16_kernel
1188,177.74,224.28,0.71885,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_128x128_32x4_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_128x128_32x4_nn_align8::Params)
1192,171.68,232.97,0.7467,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize96x128x32_stage4_warpsize2x2x1_tensor16x8x16_kernel
1196,178.36,225.0,0.72115,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_128x128_32x4_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_128x128_32x4_nn_align8::Params)
1200,172.1,233.96,0.74987,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize96x128x32_stage4_warpsize2x2x1_tensor16x8x16_kernel
1204,178.29,226.59,0.72625,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_128x128_32x4_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_128x128_32x4_nn_align8::Params)
1208,172.22,235.36,0.75436,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize96x128x32_stage4_warpsize2x2x1_tensor16x8x16_kernel
1212,178.49,227.84,0.73026,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_128x128_32x4_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_128x128_32x4_nn_align8::Params)
1216,172.15,237.02,0.75968,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize96x128x32_stage4_warpsize2x2x1_tensor16x8x16_kernel
1220,178.55,229.27,0.73484,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_128x128_32x4_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_128x128_32x4_nn_align8::Params)
1224,172.64,237.9,0.7625,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize96x128x32_stage4_warpsize2x2x1_tensor16x8x16_kernel
1228,169.52,243.07,0.77907,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_128x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_128x128_32x6_nn_align8::Params)
1232,169.75,243.53,0.78054,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_128x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_128x128_32x6_nn_align8::Params)
1236,169.49,244.69,0.78426,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_128x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_128x128_32x6_nn_align8::Params)
1240,170.35,244.25,0.78285,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_128x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_128x128_32x6_nn_align8::Params)
1244,170.11,245.38,0.78647,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_128x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_128x128_32x6_nn_align8::Params)
1248,170.23,246.0,0.78846,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_128x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_128x128_32x6_nn_align8::Params)
1252,169.83,247.37,0.79285,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_128x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_128x128_32x6_nn_align8::Params)
1256,170.46,247.24,0.79244,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_128x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_128x128_32x6_nn_align8::Params)
1260,170.56,247.88,0.79449,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_128x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_128x128_32x6_nn_align8::Params)
1264,170.06,249.4,0.79936,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_128x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_128x128_32x6_nn_align8::Params)
1268,170.08,250.16,0.80179,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_128x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_128x128_32x6_nn_align8::Params)
1272,170.75,249.96,0.80115,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_128x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_128x128_32x6_nn_align8::Params)
1276,170.44,251.21,0.80516,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_128x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_128x128_32x6_nn_align8::Params)
1280,170.98,251.2,0.80513,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_128x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_128x128_32x6_nn_align8::Params)
1284,209.79,205.37,0.65824,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_nn_align8::Params)
1288,209.81,205.99,0.66022,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_nn_align8::Params)
1292,202.26,214.34,0.68699,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
