batch,kernel_time,flops,utils,kernel_name
2168,2171.44,234.51,0.75163,ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_32x3_nn
2172,2198.83,232.02,0.74365,ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_32x3_nn
2176,2232.63,228.92,0.73372,ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_32x3_nn
2180,2396.38,213.67,0.68484,ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_64x3_nn
2184,2368.79,216.56,0.6941,ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_64x3_nn
2188,2306.98,222.77,0.71401,ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_64x3_nn
2192,2277.29,226.08,0.72462,ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_64x3_nn
2196,2249.42,229.3,0.73494,ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_64x3_nn
2200,2252.41,229.42,0.73532,ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_64x3_nn
2204,2251.13,229.96,0.73705,ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_64x3_nn
2208,2272.87,228.18,0.73135,ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_64x3_nn
2212,2256.88,230.21,0.73785,ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_64x3_nn
2216,2252.28,231.1,0.74071,ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_64x3_nn
2220,2230.93,233.73,0.74913,ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_32x3_nn
2224,2233.72,233.86,0.74955,ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_32x3_nn
2228,2287.86,228.74,0.73314,ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_32x3_nn
2232,2284.68,229.47,0.73548,ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_32x3_nn
2236,2258.69,232.52,0.74526,ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_32x3_nn
2240,2294.08,229.34,0.73506,ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_64x3_nn
2244,2353.63,223.94,0.71776,ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_64x3_nn
2248,2354.29,224.28,0.71885,ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_64x3_nn
2252,2352.89,224.81,0.72054,ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_64x3_nn
2256,2354.23,225.08,0.72141,ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_64x3_nn
2260,2328.49,227.97,0.73067,ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_64x3_nn
2264,2310.69,230.13,0.7376,ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_64x3_nn
2268,2286.21,233.01,0.74683,ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_64x3_nn
2272,2235.38,238.73,0.76516,ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_64x3_nn
2276,2242.2,238.42,0.76417,ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_64x3_nn
2280,2251.87,237.82,0.76224,ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_64x3_nn
2284,2245.96,238.86,0.76558,ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_64x3_nn
2288,2262.77,237.5,0.76122,ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_64x3_nn
2292,2240.65,240.26,0.77006,ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_64x3_nn
2296,2294.84,235.0,0.75321,ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_64x3_nn
2300,2353.83,229.51,0.73561,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
2304,2353.53,229.94,0.73699,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
2308,2579.51,210.16,0.67359,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
2312,2579.06,210.56,0.67487,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
2316,2553.86,213.0,0.68269,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
2320,2497.01,218.23,0.69946,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
2324,2460.02,221.89,0.71119,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
2328,2429.96,225.03,0.72125,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
2332,2429.63,225.44,0.72256,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
2336,2404.33,228.21,0.73144,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
2340,2399.66,229.04,0.7341,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
2344,2415.0,227.98,0.73071,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
2348,2437.05,226.3,0.72532,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
2352,2447.39,225.73,0.72349,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
2356,2447.09,226.14,0.72481,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
2360,2446.87,226.54,0.72609,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
2364,2446.79,226.93,0.72734,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
2368,2447.14,227.29,0.72849,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
2372,2478.46,224.79,0.72048,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
2376,2478.44,225.17,0.7217,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
2380,2485.29,224.93,0.72093,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
2384,2492.37,224.67,0.7201,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
2388,2550.78,219.89,0.70478,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
2392,2626.71,213.89,0.68554,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
2396,2627.87,214.16,0.68641,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
2400,2616.13,215.48,0.69064,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
2404,2614.42,215.98,0.69224,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
2408,2571.38,219.96,0.705,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
2412,2532.98,223.66,0.71686,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
2416,2513.8,225.74,0.72353,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
2420,2488.98,228.37,0.73196,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
2424,2462.3,231.23,0.74112,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
2428,2444.05,233.34,0.74788,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
2432,2433.37,234.75,0.7524,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
2436,2600.75,220.0,0.70513,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
2440,2606.7,219.86,0.70468,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
2444,2607.4,220.16,0.70564,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
2448,2607.38,220.52,0.70679,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
2452,2606.32,220.97,0.70824,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
2456,2646.37,217.98,0.69865,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
2460,2762.96,209.13,0.67029,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
2464,2765.56,209.27,0.67074,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
2468,2761.06,209.95,0.67292,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
2472,2717.43,213.67,0.68484,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
2476,2658.25,218.78,0.70122,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
2480,2627.49,221.7,0.71058,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
2484,2605.97,223.89,0.7176,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
2488,2608.21,224.06,0.71814,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
2492,2609.63,224.29,0.71888,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
2496,2586.2,226.69,0.72657,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
2500,2586.42,227.03,0.72766,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
2504,2585.46,227.48,0.7291,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
2508,2724.66,216.2,0.69295,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
2512,2750.88,214.48,0.68744,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
2516,2747.92,215.06,0.68929,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
2520,2702.48,219.02,0.70199,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
2524,2643.81,224.24,0.71872,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
2528,2587.9,229.44,0.73538,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
2532,2610.84,227.79,0.7301,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
2536,2619.47,227.4,0.72885,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
2540,2581.66,231.09,0.74067,ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_64x3_nn
2544,2551.82,234.16,0.75051,ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_64x3_nn
2548,2537.9,235.82,0.75583,ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_32x3_nn
2552,2509.62,238.85,0.76554,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
2556,2533.35,236.98,0.75955,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
2560,2542.04,236.54,0.75814,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
2564,2687.28,224.11,0.7183,ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_32x3_nn
2568,2635.91,228.83,0.73343,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
2572,2702.36,223.55,0.71651,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_nn_align8::Params)
2576,2741.51,220.7,0.70737,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_nn_align8::Params)
2580,2743.65,220.87,0.70792,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_nn_align8::Params)
2584,2744.46,221.15,0.70881,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_nn_align8::Params)
2588,2688.98,226.06,0.72455,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_nn_align8::Params)
2592,2728.07,223.17,0.71529,ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_64x3_nn
2596,2726.32,223.65,0.71683,ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_64x3_nn
2600,2716.92,224.77,0.72042,ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_64x3_nn
2604,2690.39,227.34,0.72865,ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_64x3_nn
2608,2711.55,225.91,0.72407,ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_64x3_nn
2612,2709.52,226.43,0.72574,ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_64x3_nn
2616,2685.38,228.81,0.73337,ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_64x3_nn
2620,2676.61,229.91,0.73689,ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_64x3_nn
2624,2670.23,230.81,0.73978,ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_64x3_nn
2628,2656.94,232.32,0.74462,ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_64x3_nn
2632,2656.92,232.68,0.74577,ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_64x3_nn
2636,2657.37,232.99,0.74676,ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_64x3_nn
2640,2692.22,230.33,0.73824,ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_64x3_nn
2644,2773.49,223.91,0.71766,ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_64x3_nn
2648,2783.04,223.48,0.71628,ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_64x3_nn
2652,2698.11,230.87,0.73997,ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_64x3_nn
2656,2595.55,240.35,0.77035,ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_64x3_nn
2660,2647.12,236.02,0.75647,ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_64x3_nn
2664,2658.65,235.35,0.75433,ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_64x3_nn
2668,2658.18,235.75,0.75561,ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_64x3_nn
2672,2593.35,242.0,0.77564,ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_64x3_nn
2676,2657.09,236.55,0.75817,ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_64x3_nn
2680,2692.93,233.75,0.7492,ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_64x3_nn
2684,2690.59,234.31,0.75099,ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_64x3_nn
2688,2666.31,236.79,0.75894,ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_64x3_nn
2692,2721.07,232.37,0.74478,ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_64x3_nn
2696,2709.34,233.72,0.7491,ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_64x3_nn
2700,2782.61,227.91,0.73048,ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_64x3_nn
2704,2797.01,227.07,0.72779,ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_64x3_nn
2708,2760.08,230.45,0.73862,ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_64x3_nn
2712,2826.0,225.41,0.72247,ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_64x3_nn
2716,2741.56,232.69,0.7458,ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_64x3_nn
2720,2749.43,232.37,0.74478,ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_64x3_nn
2724,2775.93,230.49,0.73875,ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_64x3_nn
2728,2776.73,230.76,0.73962,ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_64x3_nn
2732,2753.04,233.09,0.74708,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
2736,2720.03,236.26,0.75724,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
2740,2750.46,233.99,0.74997,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
2744,2862.65,225.15,0.72163,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
2748,2860.61,225.63,0.72317,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
2752,2848.59,226.92,0.72731,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
2756,2826.31,229.04,0.7341,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
2760,2778.11,233.35,0.74792,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
2764,2776.63,233.81,0.74939,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
2768,2776.91,234.13,0.75042,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
2772,2738.99,237.71,0.76189,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
2776,2815.04,231.62,0.74237,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
2780,2848.86,229.2,0.73462,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
2784,2848.69,229.55,0.73574,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
2788,2819.78,232.23,0.74433,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
2792,2778.75,236.0,0.75641,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
2796,2778.5,236.36,0.75756,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
2800,2778.1,236.73,0.75875,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
2804,2761.95,238.46,0.76429,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
2808,2791.04,236.31,0.7574,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
2812,2864.97,230.54,0.73891,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
2816,2865.22,230.85,0.7399,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
2820,2974.93,222.65,0.71362,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
2824,2923.74,226.87,0.72715,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
2828,2910.56,228.22,0.73147,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
2832,2873.27,231.51,0.74202,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
2836,2873.58,231.81,0.74298,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
2840,2965.68,224.93,0.72093,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
2844,2966.34,225.19,0.72176,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
2848,2914.31,229.54,0.73571,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
2852,2897.35,231.2,0.74103,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
2856,2860.95,234.47,0.75151,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
2860,2936.19,228.79,0.7333,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
2864,2936.38,229.09,0.73426,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
2868,2872.96,234.48,0.75154,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
2872,2739.33,246.26,0.78929,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
2876,2712.62,249.03,0.79817,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
2880,2576.76,262.52,0.84141,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
2884,2729.32,248.19,0.79548,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
2888,2606.12,260.29,0.83426,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
2892,2585.86,262.69,0.84196,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
2896,2572.7,264.4,0.84744,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
2900,2576.68,264.35,0.84728,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
2904,2614.62,260.88,0.83615,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
2908,2572.56,265.51,0.85099,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
